"matters","mtrs","lesson 3 (complete text)"
"maturation","mtras","lesson 65 (complete text)"
"maturity","mtur","lesson 25"
"may","m","lesson 4, day of week and months"
"may","ma","lesson 1(complete text)"
"maybe","mab","lesson 2 (complete text)"
"me","m","lesson 3, briefs m=am, made, man, me, men, my"
"meals","mls","lesson 29"
"mealtime","mli","lesson 29"
"means","mns","lesson 27"
"measure","mzr","lesson 2, phonetic abbreviations"
"measures","mzrs","lesson 4"
"meat","mt","lesson 21"
"mechanical","mcncl","lesson 21"
"mechanism","mcnsm","lesson 65 (complete text)"
"mechanisms","mcnsms","lesson 28"
"mediocre","mdocr","lesson 13"
"medium","mdm","lesson 2 (complete text)"
"meek","mek","lesson 11"
"meet","met","lesson 9"
"meeting","metg","lesson 3"
"meetings","metgs","lesson 4"
"megacycle","mgcicl","lesson 60 (complete text)"
"melons","mlns","lesson 25"
"member","mbr","lesson 3"
"members","mbrs","lesson 3"
"memo","mo","lesson 13"
"memorandum","morndm","lesson 2 (complete text)"
"men","m","lesson 3, briefs m=am, made, man, me, men, my"
"men's","m's","lesson 7"
"mental","mtl","lesson 2 (complete text)"
"mention","ms","lesson 21"
"mercerizing","mrcrizg","lesson 69 (complete text)"
"merchandise","mrcndis","lesson 6"
"met","mt","lesson 3"
"metabolic","mtblc","lesson 70 (complete text)"
"metal","mtl","lesson 14"
"meter","mtr","lesson 2, phonetic abbreviations"
"method","mtd","lesson 26"
"methods","mtds","lesson 12"
"metropolitan","mtropltn","lesson 7"
"mexico","mexico","lesson 20"
"micro-organisms","micro-rgnsms","lesson 22"
"microorganisms","microrgnsms","lesson 62 (complete text)"
"microwave","microwav","lesson 60 (complete text)"
"middleman","mdlm","lesson 19"
"midterm","mdtrm","lesson 5, common word beginnings and endings"
"might","mit","lesson 6"
"migrated","migratd","lesson 17"
"mild","mild","lesson 26"
"milk","mlk","lesson 3"
"milking","mlkg","lesson 48 (complete text)"
"million","mlyn","lesson 19"
"millions","mlyns","lesson 7"
"minable","minb","lesson 56 (complete text)"
"miniature","mtr","lesson 5, common word beginnings and endings"
"minimize","mmiz","lesson 8"
"minimum","mm","lesson 10"
"minority","mr","lesson 2 (complete text)"
"minus","mins","lesson 2 (complete text)"
"minute","mt","lesson 13"
"minutes","mts","lesson 3"
"mislead","msld","lesson 5, common word beginnings and endings"
"miss","ms","lesson 23"
"missiles","msls","lesson 63 (complete text)"
"mission","ms","lesson 9"
"mix","mx","lesson 15"
"mixture","mxtr","lesson 26"
"mock-up","mk-u","lesson 51 (complete text)"
"moderator","mdratr","lesson 67 (complete text)"
"modern","mdrn","lesson 5, common word beginnings and endings"
"modify","mdf","lesson 5, common word beginnings and endings"
"modulation","mdulas","lesson 67 (complete text)"
"mohair","mohr","lesson 27"
"moist","myst","lesson 15"
"monday","m","lesson 4, day of week and months"
"monetary","mtr","lesson 3"
"money","my","lesson 6"
"monogram","mogrm","lesson 5, common word beginnings and endings"
"monoxide","crbn","lesson 56 (complete text)"
"month","mt","lesson 30 (complete text)"
"monument","mum","lesson 2, phonetic abbreviations"
"mood","mod","lesson 9"
"moon","mon","lesson 9"
"more","mor","lesson 1(complete text)"
"morning","mrng","lesson 26"
"mortgage","mrgg","lesson 68 (complete text)"
"mortise","mrts","lesson 68 (complete text)"
"most","most","lesson 3"
"mostly","mostl","lesson 13"
"mother","mtr","lesson 5, common word beginnings and endings"
"mother's","mtr's","lesson 14"
"motherhood","mtrhod","lesson 5, common word beginnings and endings"
"motivation","motvas","lesson 58 (complete text)"
"mound","md","lesson 13"
"mount","mt","lesson 2, phonetic abbreviations"
"mountain","mtn","lesson 13"
"mounted","mtd","lesson 2 (complete text)"
"mouth","mwt","lesson 15"
"mr.","mr.","lesson 18"
"mrs.","mrs.","lesson 4"
"much","mc","lesson 15"
"mulch","mlc","lesson 48 (complete text)"
"multiplicity","mltplct","lesson 28"
"muscle","msl","lesson 16"
"must","mst","lesson 1(complete text)"
"my","m","lesson 3, briefs m=am, made, man, me, men, my"
"napkins","npkns","lesson 61 (complete text)"
"narrow","nro","lesson 6"
"nation","nas","lesson 29"
"nations","nass","lesson 20"
"natural","ntrl","lesson 28 (lesson 2 shows nturl, probable error)"
"naturally","ntrl","lesson 26"
"nausea","nsa","lesson 15"
"near","nr","lesson 28"
"nearly","nrl","lesson 3"
"necessary","nsr","lesson 8"
"necessity","nst","lesson 9"
"neckline","nklin","lesson 20"
"necssary","nsr","lesson 29"
"need","ned","lesson 1, rule 4 (if a word contains a double vowel, write only one)"
"needed","nedd","lesson 15"
"needless","nedls","lesson 13"
"needs","neds","lesson 25"
"negative","ngtv","lesson 10"
"neglect","nglk","lesson 2 (complete text)"
"negligee","nglza","lesson 54 (complete text)"
"negotiations","ngosass","lesson 10"
"negro","ngro","lesson 13"
"neighbor","nabr","lesson 11"
"neon","nn","lesson 2, phonetic abbreviations"
"nerve","nrv","lesson 16"
"never","nvr","lesson 15"
"new york","n.y.","lesson 19"
"new","nu","lesson 3"
"next","nxt","lesson 3"
"niece","nc","lesson 13"
"nigh","ni","lesson 2 (complete text)"
"night","nit","lesson 3"
"nitrate","nitrat","lesson 53 (complete text)"
"nitrogen","nitrogn","lesson 48 (complete text)"
"no","n","lesson 3, briefs n=in, information, know, no, not, when"
"nobly","nobl","lesson 30"
"nonperishable","nnprsb","lesson 70 (complete text)"
"noon","non","lesson 3"
"nor","nr","lesson 30"
"normally","nrml","lesson 19"
"northern","nrtrn","lesson 5, common word beginnings and endings"
"not","n","lesson 3, briefs n=in, information, know, no, not, when"
"note","not","lesson 3"
"notebooks","notboks","lesson 4"
"notify","notf","lesson 4"
"november","n","lesson 4, day of week and months"
"now","w","lesson 4, briefs w=how, now, we, were, which, with"
"nuclear","nuclr","lesson 52 (complete text)"
"nucleus","nucls","lesson 9"
"nuisance","nusn","lesson 17"
"number","nmbr","lesson 1(complete text) (lesson 23 workbook shows numbr, probable error)"
"numbers","nmbrs","lesson 16"
"numerous","numrs","lesson 17"
"nutrient","nutrn","lesson 16"
"nutrients","nutrns","lesson 16"
"nutritive","nutrtv","lesson 23"
"nuts","nts","lesson 17"
"nylon","niln","lesson 54 (complete text)"
"o","o","lesson 27"
"o'clock","o'clk","lesson 3"
"o'er","o'r","lesson 27"
"oar","or","lesson 1, rule 2 (always write a sounding vowel if at the beginning of a word)"
"oat","ot","lesson 1, rule 2 (always write a sounding vowel if at the beginning of a word)"
"obey","oba","lesson 3 (complete text)"
"observe","obsrv","lesson 3 (complete text)"
"obtained","obtand","lesson 7"
"occasion","ocas","lesson 2 (complete text)"
"occur","ocr","lesson 1, rule 5 (omit silent consonants within a word [treat the 2nd of a double consonant as silent])"
"occurred","ocrd","lesson 8 (complete text)"
"october","o","lesson 4, day o f week and months"
"of","o","lesson 3, briefs o=of, on, out, what"
"off","of","lesson 8"
"offer","ofr","lesson 7"
"office","ofc","lesson 1(complete text)"
"offices","ofs","lesson 4"
"official","ofsl","lesson 5, common word beginnings and endings"
"often","ofn","lesson 15"
"oh","o","lesson 27"
"oil","yl","lesson 15"
"old","old","lesson 21"
"old-clothes","old-clots","lesso n 27"
"omnipresent","omnprsn","lesson 69 (complete text)"
"on","o","lesson 3, briefs o=of, on, out, what"
"one","1","lesson 3"
"only","onl","lesson 3"
"open","opn","lesson 7"
"opening","opng","lesson 18"
"opportunities","oprtunts","lesson 28"
"opportunity","oprtunt","lesson 3"
"or","r","lesson 4, briefs r=are, or, order, our, return"
"order","r","lesson 4, briefs r=are, or, order, our, return"
"ordered","rd","lesson 26"
"orders","rs","lesson 26"
"ordinarily","ordnrl","lesson 23"
"ordinary","ordnr","lesson 27"
"ordnance","ordnn","lesson 63 (complete text)"
"organisms","orgnsms","lesson 22"
"organized","orgnizd","lesson 12"
"orientation","orntas","lesson 58 (complete text)"
"original","orgnl","lesson 27"
"orlon","orln","lesson 69 (complete text)"
"oscilloscope","osclscop","lesson 60 (complete text)"
"other","otr","lesson 9"
"others","otrs","lesson 3"
"otherwise","otrwis","lesson 7"
"ounce","wn","lesson 13"
"our","r","lesson 4, briefs r=are, or, order, our, return"
"out","o","lesson 3, briefs o=of, on, out, what"
"outer","or","lesson 24"
"oven","ovn","lesson 7"
"over","ovr","lesson 3"
"over-all","ovr-l","lesson 24"
"overbear","ovrbr","lesson 5, common word beginnings and endings"
"overemphasize","ovrmfsiz","lesson 15"
"overflowing","ovrflog","lesson 18"
"overhang","ovrhg","lesson 51 (complete text)"
"overspending","ovrspng","lesson 6"
"overweight","ovrwat","lesson 29"
"own","on","lesson 7"
"oxidize","oxdiz","lesson 53 (complete text)"
"pacific","pcfc","lesson 28"
"packages","pkgs","lesson 14"
"packing","pkg","lesson 21"
"pagination","pof","lesson 66 (complete text)"
"paid","pad","lesson 3"
"paint","pan","lesson 14"
"palatability","pltbl","lesson 62 (complete text)"
"pan-fried","pn-frid","lesson 23"
"pane","pan","lesson 1, rule 1 (never write a silent vowel)"
"paper","papr","lesson 14"
"parallel","pll","lesson 20"
"parsonage","psng","lesson 69 (complete text)"
"part","pt","lesson 8"
"particle","ptcl","lesson 52 (complete text)"
"parts","pts","lesson 16"
"party","pt","lesson 27"
"passed","psd","lesson 4"
"past","pst","lesson 27"
"pasteurization","pstrizas","lesson 22"
"pasteurized","pstrizd","lesson 22"
"pasteurizing","pstrizg","lesson 62 (complete text)"
"pathologic","ptolgc","lesson 70 (complete text)"
"pay","pa","lesson 3"
"paying","pag","lesson 19"
"payroll","parol","lesson 19"
"peace","pc","lesson 11"
"peach","pc","lesson 2 (complete text)"
"peanut","pnt","lesson 2 (complete text)"
"pear","pr","lesson 3"
"pecan","pcn","lesson 2 (complete text)"
"peculiar","pculr","lesson 14"
"pencils","pncls","lesson 4"
"pension","pns","lesson 5, common word beginnings and endings"
"people","ppl","lesson 2, phonetic abbreviations"
"percale","pcal","lesson 69 (complete text)"
"percent","%","lesson 25"
"percentage","pcntg","lesson 29"
"perform","pfm","lesson 15"
"performance","pfmn","lesson 4"
"perhaps","phps","lesson 4"
"perilous","pls","lesson 27"
"period","prd","lesson 3"
"perish","ps","lesson 30"
"permit","pmt","lesson 2, phonetic abbreviations"
"perplex","pplx","lesson 5, common word beginnings and endings"
"person","psn","lesson 3"
"personnel","psnl","lesson 4"
"persons","psns","lesson 3"
"pertinent","ptnn","lesson 3"
"petroleum","ptrolm","lesson 64 (complete text)"
"petticoat","ptcot","lesson 54 (complete text)"
"phases","fas","lesson 10"
"phone","fon","lesson 10"
"photo","foto","lesson 2, phonetic abbreviations"
"photoelectric","fotoelctrc","lesson 60 (complete text)"
"photography","fotgrf","lesson 10"
"piano","pno","lesson 2 (complete text)"
"picking","pkg","lesson 24"
"picnic","pcnc","lesson 61 (complete text)"
"picture","pctr","lesson 9"
"picturesque","pctrsq","lesson 20"
"pie","pi","lesson 9"
"pieces","ps","lesson 27"
"pigs","pgs","lesson 17"
"pine","pin","lesson 6"
"pioneer","piner","lesson 18"
"pitot","pto","lesson 49 (complete text)"
"place","plac","lesson 6"
"places","plas","lesson 18"
"plains","plans","lesson 21"
"plan","pln","lesson 4"
"planned","plnd","lesson 35 (complete text)"
"planning","plng","lesson 1(complete text)"
"plans","plns","lesson 9"
"plant","pln","lesson 4"
"plantations","plnass","lesson 17"
"plastic","plstc","lesson 14"
"plates","plats","lesson 61 (complete text)"
"play","pla","lesson 3"
"please","p","lesson 4, briefs p=please, possible, price"
"pleasing","pg","lesson 7"
"pleasure","plzr","lesson 28"
"pledge","plg","lesson 8"
"plight","plit","lesson 10"
"plow","plw","lesson 2, phonetic abbreviations"
"plum","plm","lesson 2 (complete text)"
"plurality","plrl","lesson 2 (complete text)"
"plus","pls","lesson 2, phonetic abbreviations"
"plutonium","plotonm","lesson 52 (complete text)"
"plywood","pliwod","lesson 57 (complete text)"
"pocket","pkt","lesson 61 (complete text)"
"poem","pom","lesson 2 (complete text)"
"point","pyn","lesson 10"
"polarization","polrzas","lesson 59 (complete text)"
"polished","plsd","lesson 6"
"pool","pol","lesson 9"
"poor","por","lesson 9"
"popular","ppulr","lesson 7"
"population","ppulas","lesson 20"
"pork","pork","lesson 17"
"porridge","pg","lesson 5, common word beginnings and endings"
"portion","ps","lesson 2, phonetic abbreviations"
"positron","pstrn","lesson 52 (complete text)"
"possible","p","lesson 4, briefs p=please, possible, price"
"posterity","pstr","lesson 5, common word beginnings and endings"
"postponed","pstpond","lesson 29"
"pounds","pwns","lesson 28"
"powder","pwdr","lesson 14"
"power","pwr","lesson 30"
"practice","prctc","lesson 24"
"praecox","pecx","lesson 65 (complete text)"
"pray","pra","lesson 11"
"prayer","pr","lesson 5, common word beginnings and endings"
"prefabricated","pefbrcatd","lesson 57 (complete text)"
"preface","pfc","lesson 2 (complete text)"
"prejudice","pjdc","lesson 2, phonetic abbreviations"
"preparation","ppras","lesson 23"
"prepared","pprd","lesson 4"
"prerequisites","perqsts","lesson 58 (complete text)"
"prescribed","pscribd","lesson 4"
"present","psn","lesson 4"
"press","ps","lesson 24"
"pressing","psg","lesson 24"
"pressure","psr","lesson 2 (complete text)"
"prevalent","pvln","lesson 2 (complete text)"
"prevention","pevns","lesson 8"
"preview","pevu","lesson 14"
"price","p","lesson 4, briefs p=please, possible, price"
"priced","pd","lesson 24"
"pride","prid","lesson 24"
"prior","pir","lesson 2, phonetic abbreviations"
"problem","pblm","lesson 4"
"problems","pblms","lesson 4"
"procedure","pcdr","lesson 4"
"proceeds","pceds","lesson 3"
"process","ps","lesson 14"
"processes","pss","lesson 16"
"processing","psg","lesson 4"
"prodigal","pdgl","lesson 21"
"produced","pducd","lesson 22"
"producing","pducg","lesson 21"
"product","pdk","lesson 2 (complete text)"
"products","pdks","lesson 12"
"proficient","pfst","lesson 5, common word beginnings and endings"
"profile","pfil","lesson 2 (complete text)"
"prognosis","pgnos","lesson 70 (complete text)"
"program","pgrm","lesson 9"
"project","pjk","lesson 5, common word beginnings and endings"
"promote","pmot","lesson 25"
"prompt","pmpt","lesson 14"
"prone","pn","lesson 2, phonetic abbreviations"
"proof","prof","lesson 27"
"propagation","ppgas","lesson 48 (complete text)"
"propane","ppan","lesson 64 (complete text)"
"propeller","pplr","lesson 49 (complete text)"
"proper","ppr","lesson 8"
"properly","pprl","lesson 22"
"proposal","pposl","lesson 4"
"proposition","pposs","lesson 30"
"prosperity","pspr","lesson 2 (complete text)"
"proton","ptn","lesson 52 (complete text)"
"proud","pwd","lesson 2 (complete text)"
"proudly","pwdl","lesson 27"
"prove","pov","lesson 4"
"provide","pvid","lesson 9"
"provided","pvidd","lesson 24"
"provides","pvids","lesson 22"
"provision","pvs","lesson 7"
"provisions","pvzns","lesson 10"
"psychiatrist","scitrst","lesson 65 (complete text)"
"psychological","sicolgcl","lesson 58 (complete text)"
"psychology","siclog","lesson 65 (complete text)"
"psychosis","sicos","lesson 65 (complete text)"
"psychosomatic","sicosomtc","lesson 65 (complete text)"
"pulmonary","plmonr","lesson 70 (complete text)"
"purchase","pcs","lesson 5, common word beginnings and endings"
"purple","ppl","lesson 22"
"purpose","pps","lesson 3"
"purposes","pps","lesson 3"
"pursuit","psut","lesson 2 (complete text)"
"quack","qk","lesson 14"
"quaint","qan","lesson 14"
"quake","qak","lesson 2, phonetic abbreviations"
"qualified","qlfid","lesson 9"
"quality","ql","lesson 6"
"quantities","qntts","lesson 19"
"quantity","qntt","lesson 16"
"quarrel","qrl","lesson 14"
"quarterly","qrtrl","lesson 3"
"quest","qst","lesson 2 (complete text)"
"questionnaire","qssr","lesson 58 (complete text)"
"questions","qscns","lesson 4"
"quickly","qkl","lesson 4"
"quit","qt","lesson 14"
"quite","q","lesson 4, briefs q=enclose, quite, require"
"quota","qota","lesson 3"
"racy","rac","lesson 11"
"radar","radr","lesson 28"
"radical","rdcl","lesson 5, common word beginnings and endings"
"radio","rado","lesson 28"
"radioactive","radoctv","lesson 52 (complete text)"
"rag","rg","lesson 27"
"railroads","r.r.s","lesson 21"
"raining","rang","lesson 2 (complete text)"
"rainy","ran","lesson 2, phonetic abbreviations"
"raises","ras","lesson 2, phonetic abbreviations"
"raising","rasg","lesson 17"
"rake","rak","lesson 6"
"rally","rl","lesson 5, common word beginnings and endings"
"ramparts","rmprts","lesson 27"
"ran","rn","lesson 3"
"ranch","rnc","lesson 21"
"rancidity","rncdt","lesson 62 (complete text)"
"random","rndm","lesson 13"
"rang","rg","lesson 2 (complete text)"
"range","rag","lesson 21"
"rapid","rpd","lesson 12"
"rapidly","rpdl","lesson 18"
"rare","rr","lesson 24"
"rarity","rr","lesson 5, common word beginnings and endings"
"rate","rat","lesson 2, phonetic abbreviations"
"rather","rtr","lesson 30"
"ration","rs","lesson 5, common word beginnings and endings"
"raw","rw","lesson 22"
"ray","ra","lesson 52 (complete text)"
"rayon","ran","lesson 26"
"re-used","rusd","lesson 27"
"reaction","rcs","lesson 52 (complete text)"
"reactor","rctr","lesson 52 (complete text)"
"read","rd","lesson 3"
"reading","rdg","lesson 5, common word beginnings and endings"
"ready","rd","lesson 28"
"ready-to-be-issued","rd-t-b-isud","lesson 19"
"real","rl","lesson 24"
"really","rl"," no definitive example in workbook, constructed per rule 3(?) + using l for -ly "
"realty","rl","lesson 2 (complete text)"
"reaper","rpr","lesson 18"
"reason","rsn","lesson 4"
"reasonable","rsnb","lesson 25"
"reasons","rsns","lesson 7"
"recall","rcl","lesson 2 (complete text)"
"receipt","rct","lesson 4"
"receive","v","lesson 4, briefs v=ever, every, have, receive, very"
"received","vd","lesson 16 (complete text)"
"receiving","vg","lesson 28"
"recent","rcn","lesson 6"
"reciprocity","rcprct","lesson 70 (complete text)"
"reclaimed","rclamd","lesson 27"
"recommendations","rcmdass","lesson 4"
"recommended","rcmdd","lesson 16"
"record","rcrd","lesson 3"
"rectifier","rctfr","lesson 60 (complete text)"
"recur","rcr","lesson 2 (complete text)"
"red","rd","lesson 3"
"redeeming","rdemg","lesson 19"
"redeems","rdems","lesson 19"
"reduce","rduc","lesson 3"
"reduces","rdus","lesson 22"
"reel","rel","lesson 1, rule 4 (if a word contains a double vowel, write only one)"
"refer","rfr","lesson 4"
"referring","rfrg","lesson 10 (complete text)"
"reflex","rflx","lesson 2 (complete text)"
"refractive","rfrctv","lesson 64 (complete text)"
"refrigeration","rfrgras","lesson 12"
"refund","rfn","lesson 13"
"regard","rgrd","lesson 20 (complete text)"
"regarded","rgrdd","lesson 3"
"regions","rgns","lesson 20"
"regular","rgulr","lesson 7"
"regularly","rgulrl","lesson 3"
"regulate","rgulat","lesson 16"
"regulations","rgulass","lesson 25"
"relating","rlatg","lesson 25"
"relaxing","rlxg","lesson 3"
"release","rls","lesson 14"
"relent","rln","lesson 2 (complete text)"
"reliable","rlib","lesson 11"
"remain","rman","lesson 26"
"remaining","rmang","lesson 30"
"remember","rmbr","lesson 30"
"remittance","rmtn","lesson 10 (complete text)"
"remove","rmov","lesson 26"
"remover","rmovr","lesson 26"
"removers","rmvrs","lesson 26"
"render","rndr","lesson 28"
"repair","rpr","lesson 28"
"repeat","rpt","lesson 2, phonetic abbreviations"
"repetition","rpts","lesson 10"
"replaced","rplacd","lesson 21"
"report","rprt","lesson 3"
"reports","rprts","lesson 3"
"representatives","rprsntvs","lesson 20"
"reprocessed","rprsd","lesson 27"
"reprocessing","rprsg","lesson 27"
"republic","rpblc","lesson 29"
"repulsion","rpls","lesson 10"
"reputable","rputb","lesson 7"
"reputation","rputas","lesson 6"
"request","rqst","lesson 7"
"requesting","rqstg","lesson 4"
"require","q","lesson 4, briefs q=enclose, quite, require"
"required","qd","lesson 4"
"requirements","qms","lesson 4"
"requiring","qg","lesson 25"
"reservations","rsrvass","lesson 4"
"reserve","rsrv","lesson 19"
"resistant","rstn","lesson 54 (complete text)"
"resistor","rstr","lesson 59 (complete text)"
"resolve","rslv","lesson 30"
"resolved","rslvd","lesson 4"
"resources","rsrs","lesson 18"
"respect","rspk","lesson 3"
"respectfully","rspctfl","lesson 26 (complete text), they did not use k for ct here?"
"responsibility","rspnsbl","lesson 9 (lesson 15 shows rspnbl, probable error)"
"rest","rst","lesson 3"
"resting-place","rstg-plac","lesson 30"
"result","rslt","lesson 30 (complete text)"
"resulted","rsltd","lesson 12"
"resumption","rsms","lesson 5, common word beginnings and endings"
"retailer","rtalr","lesson 24"
"retailers","rtalrs","lesson 24"
"retained","rtand","lesson 10"
"retard","rtrd","lesson 5, common word beginnings and endings"
"retire","rtir","lesson 15"
"retort","rtrt","lesson 5, common word beginnings and endings"
"retractable","rtrctb","lesson 49 (complete text)"
"return","r","lesson 4, briefs r=are, or, order, our, return"
"returned","rd","lesson 7"
"reunite","runit","lesson 15"
"reveal","rvl","lesson 15"
"revisions","rvzns","lesson 10"
"rich","rc","lesson 18"
"ride","rid","lesson 3"
"right","rit","lesson 1(complete text)"
"ring","rg","lesson 12"
"rinse","rn","lesson 26"
"ripe","rip","lesson 8"
"riveting","rvtg","lesson 57 (complete text)"
"road","rod","lesson 1,rule 3 (omit sounding vowels within a word, unless they have a long sound)"
"roamed","romd","lesson 17"
"roasted","rostd","lesson 23"
"rockets'","rkts'","lesson 27"
"rods","rds","lesson 61 (complete text)"
"roentgen","rntgn","lesson 70 (complete text)"
"roller","rolr","lesson 8"
"room","rom","lesson 1, rule 4 (if a word contains a double vowel, write only one)"
"roots","rots","lesson 17"
"rotation","rotas","lesson 48 (complete text)"
"roughly","rfl","lesson 19"
"round","rwn","lesson 22"
"route","rot","lesson 4"
"row","ro","lesson 48 (complete text)"
"rows","ros","lesson 20"
"royal","ryl","lesson 2, phonetic abbreviations"
"ruin","ron","lesson 26"
"rule","rol","lesson 2, phonetic abbreviations"
"rung","rg","lesson 2 (complete text)"
"sacks","sks","lesson 14"
"saddle","sdl","lesson 66 (complete text)"
"safe","saf","lesson 26"
"safeguard","safgrd","lesson 22"
"said","sd","lesson 3"
"sail","sal","lesson 1,rule 3 (omit sounding vowels within a word, unless they have a long sound)"
"sailed","sald","lesson 6"
"saline","saln","lesson 53 (complete text)"
"salt","slt","lesson 17"
"salty","sl","lesson 2, phonetic abbreviations"
"salvation","slvas","lesson 69 (complete text)"
"same","sam","lesson 24"
"sanforized","snfizd","lesson 69 (complete text)"
"sanitary","sntr","lesson 22"
"saponification","spnfcas","lesson 62 (complete text)"
"satisfaction","stsfcs","lesson 7"
"satisfactory","stsfctor","lesson 27"
"satisfy","stsfi","lesson 25"
"saturday","s","lesson 4, day of week and months"
"save","sav","lesson 3"
"savings","savgs","lesson 19"
"savoy","svy","lesson 2 (complete text)"
"saw","sw","lesson 3"
"sawed","swd","lesson 2 (complete text)"
"say","sa","lesson 2, phonetic abbreviations"
"says","ss","lesson 3"
"scaffold","scfld","lesson 57 (complete text)"
"scarlet","scrlt","lesson 22"
"scene","sn","lesson 21"
"schedule","scdul","lesson 4"
"schizophreniac","sczofrnc","lesson 65 (complete text)"
"schmidt","schmidt","lesson 4"
"school","scol","lesson 6"
"schools","scols","lesson 28"
"scraper","scrapr","lesson 56 (complete text)"
"scraps","scrps","lesson 27"
"scrutinize","scrotniz","lesson 10"
"seal","sl","lesson 2, phonetic abbreviations"
"sealed","sld","lesson 14"
"season","ssn","lesson 4"
"secret","scrt","lesson 14"
"secretaries","scrtrs","lesson 20"
"see","s","lesson 4, briefs s=see, she, sincerely, so, wish"
"seed","sed","lesson 1(complete text)"
"seeking","sekg","lesson 27"
"seemingly","semgl","lesson 5, common word beginnings and endings"
"seen","sn","lesson 24"
"sees","ss","lesson 14"
"seismograph","sismogrf","lesson 64 (complete text)"
"seldom","sldm","lesson 13"
"selected","slctd","lesson 23"
"selecting","slctg","lesson 23"
"selection","slcs","lesson 9"
"selects","slks","lesson 14"
"selfish","slfs","lesson 5, common word beginnings and endings"
"sell","sl","lesson 19"
"selling","slg","lesson 2 (complete text)"
"send","sn","lesson 4"
"sending","sng","lesson 4"
"sense","sn","lesson 13"
"sensitive","sntv","lesson 24"
"sent","sn","lesson 28"
"separate","sprt","lesson 4"
"september","s","lesson 4, day of week and months"
"septic","sptc","lesson 22"
"sequence","sqn","lesson 14"
"sergeant","srgn","lesson 28"
"serve","srv","lesson 3"
"served","srvd","lesson 23"
"service","srvc","lesson 1(complete text)"
"services","srvs","lesson 28"
"session","ss","lesson 4"
"set","st","lesson 28"
"sets","sts","lesson 28"
"settlers","stlrs","lesson 17"
"seven","7","lesson 30"
"several","svrl","lesson 4"
"shale","sal","lesson 64 (complete text)"
"shall","sl","lesson 18"
"shape","sap","lesson 20"
"shaping","sapg","lesson 20"
"share","sr","lesson 14"
"she","s","lesson 4, briefs s=see, she, sincerely, so, wish"
"shear","ser","lesson 2, phonetic abbreviations"
"sheep","sep","lesson 27"
"shelves","slvs","lesson 14"
"shiny","sin","lesson 24"
"ship","sp","lesson 6"
"shipment","spm","lesson 4, lesson 5, common word beginnings and endings"
"shipped","spd","lesson 22"
"shirts","srts","lesson 7"
"shoelaces","solas","lesson 61 (complete text)"
"shoes","sos","lesson 14"
"shoot","sot","lesson 17"
"shop","sp","lesson 6"
"shopping","spg","lesson 6"
"short","srt","lesson 14"
"shortage","srtg","lesson 4"
"shorten","srtn","lesson 5, common word beginnings and endings"
"shortly","srtl","lesson 4"
"should","sd","lesson 3"
"shout","swt","lesson 15"
"show","so","lesson 16"
"showed","sod","lesson 16"
"showing","sog","lesson 4"
"showy","sow","lesson 2, phonetic abbreviations"
"shuttle","stl","lesson 2 (complete text)"
"sick","sk","lesson 2 (complete text)"
"side","sid","lesson 8"
"sides","sids","lesson 20"
"sigh","si","lesson 2, phonetic abbreviations"
"sight","sit","lesson 2 (complete text)"
"signify","sgnf","lesson 2 (complete text)"
"signs","sins","lesson 15"
"silk","slk","lesson 26"
"simulated","smulatd","lesson 54 (complete text)"
"simulcast","simlcst","lesson 67 (complete text)"
"since","sn","lesson 15"
"sincerely","s","lesson 4, briefs s=see, she, sincerely, so, wish"
"sir","sr","lesson 19"
"sister","str","lesson 2 (complete text)"
"sister's","str's","lesson 14"
"site","sit","lesson 6"
"situation","stuas","lesson 8"
"skill","skl","lesson 23"
"skillfully","sklfl","lesson 24"
"slaughter","sltr","lesson 17"
"slaughtering","sltrg","lesson 21"
"sleeves","slevs","lesson 20"
"sleigh","sla","lesson 2, phonetic abbreviations"
"slinky","slnk","lesson 2, phonetic abbreviations"
"slow","slo","lesson 14"
"small","sml","lesson 29"
"smaller","smlr","lesson 19"
"smallest","smlst","lesson 20"
"smart","smrt","lesson 8"
"smock","smk","lesson 10"
"snapshots","snpsts","lesson 61 (complete text)"
"so","s","lesson 3, lesson 4, briefs s=see, she, sincerely, so, wish"
"so-called","s-cld","lesson 15"
"soda","soda","lesson 26"
"sodium","sodm","lesson 53 (complete text)"
"soft","sft","lesson 14"
"sold","sold","lesson 28"
"soldier","soldr","lesson 28"
"solution","solus","lesson 4"
"some","sm","lesson 3"
"something","smtg","lesson 24"
"sometimes","smis","lesson 20"
"somewhat","smo","less on 27"
"son","sn","lesson 8"
"soon","son","lesson 27"
"sooner","sonr","lesson 28"
"sore","sor","lesson 22"
"sorted","srtd","lesson 27"
"sought","st","lesson 2, phonetic abbreviations"
"sour","swr","lesson 15"
"source","src","lesson 21"
"souring","swrg","lesson 22"
"spain","span","lesson 17"
"speaker","spkr","lesson 3"
"special","spsl","lesson 4"
"specialist","spslst","lesson 28"
"specialized","spslizd","lesson 12"
"specifications","spcfcass","lesson 51 (complete text)"
"spectrometer","spctrmtr","lesson 60 (complete text)"
"speculate","spculat","lesson 5, common word beginnings and endings"
"speech","spec","lesson 3"
"spent","spn","lesson 23"
"spices","spis","lesson 2, phonetic abbreviations"
"spirit","sprt","lesson 2 (complete text)"
"spite","spit","lesson 27 (complete text)"
"splendid","splndd","lesson 4"
"spoilage","spylg","lesson 62 (complete text)"
